Entry,Entry name,Status,Protein names,Organism,Length,Organism ID
A0A0C5PC50,A0A0C5PC50_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,234,1617964
A0A127GM97,A0A127GM97_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,131,1617964
A0A127GHN6,A0A127GHN6_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,74,1617964
A0A127GHY3,A0A127GHY3_SHIFL,unreviewed,Tail protein,Shigella flexneri 4c,1013,1617964
A0A0C5PC42,A0A0C5PC42_SHIFL,unreviewed,Ransposase (Transposase),Shigella flexneri 4c,234,1617964
A0A127GSD8,A0A127GSD8_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,131,1617964
A0A0C5PXR0,A0A0C5PXR0_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,40,1617964
A0A127GNG8,A0A127GNG8_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,131,1617964
A0A127GJ17,A0A127GJ17_SHIFL,unreviewed,Isocitrate lyase,Shigella flexneri 4c,116,1617964
A0A127GV33,A0A127GV33_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,90,1617964
A0A127GP39,A0A127GP39_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,288,1617964
A0A127GTJ4,A0A127GTJ4_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,118,1617964
A0A127GL21,A0A127GL21_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,167,1617964
A0A127GKE0,A0A127GKE0_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,92,1617964
A0A127GJJ1,A0A127GJJ1_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,272,1617964
A0A127GJI1,A0A127GJI1_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,207,1617964
A0A127GVF1,A0A127GVF1_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,115,1617964
A0A127GHE4,A0A127GHE4_SHIFL,unreviewed,Integrase,Shigella flexneri 4c,283,1617964
A0A127GRX1,A0A127GRX1_SHIFL,unreviewed,Repressor TnpA,Shigella flexneri 4c,136,1617964
A0A127GM30,A0A127GM30_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,108,1617964
A0A127GLV7,A0A127GLV7_SHIFL,unreviewed,Transposon Tn10 tetC protein,Shigella flexneri 4c,197,1617964
A0A127GSA2,A0A127GSA2_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,167,1617964
A0A127GLT3,A0A127GLT3_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,301,1617964
A0A127GI59,A0A127GI59_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,128,1617964
A0A127GH24,A0A127GH24_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,172,1617964
A0A127GJ38,A0A127GJ38_SHIFL,unreviewed,E3 ubiquitin--protein ligase,Shigella flexneri 4c,547,1617964
A0A127GIZ4,A0A127GIZ4_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,172,1617964
A0A127GJ46,A0A127GJ46_SHIFL,unreviewed,Tail fiber assembly protein,Shigella flexneri 4c,89,1617964
A0A127GVD7,A0A127GVD7_SHIFL,unreviewed,N-acetylmuramoyl-L-alanine amidase,Shigella flexneri 4c,59,1617964
A0A127GLX3,A0A127GLX3_SHIFL,unreviewed,MFS transporter,Shigella flexneri 4c,401,1617964
A0A127GJN2,A0A127GJN2_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,121,1617964
A0A127GTQ9,A0A127GTQ9_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,100,1617964
A0A127GIY7,A0A127GIY7_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,108,1617964
A0A127GNV8,A0A127GNV8_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,442,1617964
A0A127GI07,A0A127GI07_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,100,1617964
A0A127GUS5,A0A127GUS5_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,398,1617964
A0A127GJT5,A0A127GJT5_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,395,1617964
A0A127GLU6,A0A127GLU6_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,395,1617964
A0A0C5PXQ6,A0A0C5PXQ6_SHIFL,unreviewed,Fosfomycin resistance protein FosA (Glutathione transferase),Shigella flexneri 4c,138,1617964
A0A127GRZ5,A0A127GRZ5_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,74,1617964
A0A127GJ13,A0A127GJ13_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,100,1617964
A0A127GUN1,A0A127GUN1_SHIFL,unreviewed,DNA-binding protein,Shigella flexneri 4c,173,1617964
A0A0C5PC37,A0A0C5PC37_SHIFL,unreviewed,Aminoglycoside acetyltransferase (Aminoglycoside adenylyltransferase),Shigella flexneri 4c,199,1617964
A0A127GLN7,A0A127GLN7_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,99,1617964
A0A127GUR4,A0A127GUR4_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,117,1617964
A0A127GLV4,A0A127GLV4_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,100,1617964
A0A127GJG6,A0A127GJG6_SHIFL,unreviewed,Tail protein,Shigella flexneri 4c,232,1617964
A0A0C5PJD5,A0A0C5PJD5_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,196,1617964
A0A127GV25,A0A127GV25_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,108,1617964
A0A127GIJ4,A0A127GIJ4_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,117,1617964
A0A127GSV1,A0A127GSV1_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,237,1617964
A0A0C5PP85,A0A0C5PP85_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,172,1617964
A0A127GJR3,A0A127GJR3_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,117,1617964
A0A127GNQ0,A0A127GNQ0_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,272,1617964
A0A127GGN4,A0A127GGN4_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,270,1617964
A0A127GJH4,A0A127GJH4_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,398,1617964
A0A127GPN8,A0A127GPN8_SHIFL,unreviewed,Repressor TnpA,Shigella flexneri 4c,121,1617964
A0A127GL00,A0A127GL00_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,279,1617964
A0A127GLX7,A0A127GLX7_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,167,1617964
A0A127GL27,A0A127GL27_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,59,1617964
A0A127GLZ9,A0A127GLZ9_SHIFL,unreviewed,Tetracycline repressor protein TetR,Shigella flexneri 4c,207,1617964
A0A0C5PJF8,A0A0C5PJF8_SHIFL,unreviewed,Tryptophan synthase subunit beta like protein,Shigella flexneri 4c,90,1617964
A0A127GRL4,A0A127GRL4_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,167,1617964
A0A127GV89,A0A127GV89_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,272,1617964
A0A127GJH1,A0A127GJH1_SHIFL,unreviewed,Tail protein,Shigella flexneri 4c,246,1617964
A0A127GTK8,A0A127GTK8_SHIFL,unreviewed,Reverse transcriptase,Shigella flexneri 4c,502,1617964
A0A127GSY0,A0A127GSY0_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,442,1617964
A0A127GS50,A0A127GS50_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,301,1617964
A0A127GTK9,A0A127GTK9_SHIFL,unreviewed,Beta-lactamase (EC 3.5.2.6),Shigella flexneri 4c,276,1617964
A0A127GGH1,A0A127GGH1_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,167,1617964
A0A0C5PXZ4,A0A0C5PXZ4_SHIFL,unreviewed,Class 1 integrase (Integrase),Shigella flexneri 4c,232,1617964
A0A127GJH5,A0A127GJH5_SHIFL,unreviewed,Host specificity protein J,Shigella flexneri 4c,1159,1617964
A0A127GIY3,A0A127GIY3_SHIFL,unreviewed,Repressor TnpA,Shigella flexneri 4c,121,1617964
A0A127GI06,A0A127GI06_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,100,1617964
A0A127GJP6,A0A127GJP6_SHIFL,unreviewed,Enterobacterial Ail/Lom family protein,Shigella flexneri 4c,199,1617964
A0A127GLS4,A0A127GLS4_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,272,1617964
A0A127GPR4,A0A127GPR4_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,99,1617964
A0A127GHC7,A0A127GHC7_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,117,1617964
A0A127GRJ2,A0A127GRJ2_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,131,1617964
A0A127GNK0,A0A127GNK0_SHIFL,unreviewed,Tail assembly protein,Shigella flexneri 4c,181,1617964
A0A127GJH6,A0A127GJH6_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,41,1617964
A0A0C5PP67,A0A0C5PP67_SHIFL,unreviewed,Putative transposon resolvase (Transposon resolvase),Shigella flexneri 4c,190,1617964
A0A127GVC8,A0A127GVC8_SHIFL,unreviewed,Isocitrate lyase,Shigella flexneri 4c,116,1617964
A0A127GKI4,A0A127GKI4_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,301,1617964
A0A127GV80,A0A127GV80_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,224,1617964
A0A127GRX5,A0A127GRX5_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,91,1617964
A0A127GLT5,A0A127GLT5_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,108,1617964
A0A127GHF9,A0A127GHF9_SHIFL,unreviewed,Repressor TnpA,Shigella flexneri 4c,136,1617964
A0A127GM17,A0A127GM17_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,288,1617964
A0A127GUS7,A0A127GUS7_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,62,1617964
A0A127GG86,A0A127GG86_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,167,1617964
A0A127GH69,A0A127GH69_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,103,1617964
A0A127GJF4,A0A127GJF4_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,189,1617964
A0A127GNX4,A0A127GNX4_SHIFL,unreviewed,RNA polymerase sigma factor RpoS (Sigma S) (Sigma-38),Shigella flexneri 4c,330,1617964
A0A127GQF6,A0A127GQF6_SHIFL,unreviewed,DNA utilization protein HofM,Shigella flexneri 4c,259,1617964
A0A127GTP3,A0A127GTP3_SHIFL,unreviewed,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.87) (UDP-(beta-L-threo-pentapyranosyl-4''-ulose diphosphate) aminotransferase) (UDP-Ara4O aminotransferase) (UDP-4-amino-4-deoxy-L-arabinose aminotransferase),Shigella flexneri 4c,379,1617964
A0A127GIW2,A0A127GIW2_SHIFL,unreviewed,Chain length determinant protein WzzB,Shigella flexneri 4c,325,1617964
A0A127GLC4,A0A127GLC4_SHIFL,unreviewed,Ribosome-binding ATPase YchF,Shigella flexneri 4c,363,1617964
A0A127GU24,A0A127GU24_SHIFL,unreviewed,DNA helicase (EC 3.6.4.12),Shigella flexneri 4c,594,1617964
A0A127GGI6,A0A127GGI6_SHIFL,unreviewed,Portal protein,Shigella flexneri 4c,721,1617964
A0A127GLD0,A0A127GLD0_SHIFL,unreviewed,ABC transporter ATP-binding protein,Shigella flexneri 4c,340,1617964
A0A127GJ21,A0A127GJ21_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,117,1617964
A0A127GJZ9,A0A127GJZ9_SHIFL,unreviewed,Quinate/shikimate dehydrogenase (EC 1.1.1.282) (NAD-dependent shikimate 5-dehydrogenase),Shigella flexneri 4c,288,1617964
A0A127GME9,A0A127GME9_SHIFL,unreviewed,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS),Shigella flexneri 4c,427,1617964
A0A127GN73,A0A127GN73_SHIFL,unreviewed,Hydrogenase,Shigella flexneri 4c,223,1617964
A0A127GRU4,A0A127GRU4_SHIFL,unreviewed,TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase (EC 2.4.1.325) (4-alpha-L-fucosyltransferase) (TDP-Fuc4NAc:lipid II Fuc4NAc transferase) (Fuc4NAc transferase),Shigella flexneri 4c,359,1617964
A0A127GMP3,A0A127GMP3_SHIFL,unreviewed,Amino acid transporter,Shigella flexneri 4c,257,1617964
A0A127GRT5,A0A127GRT5_SHIFL,unreviewed,Probable protein kinase UbiB (EC 2.7.-.-) (Ubiquinone biosynthesis protein UbiB),Shigella flexneri 4c,546,1617964
A0A127GSN1,A0A127GSN1_SHIFL,unreviewed,Fimbrial protein,Shigella flexneri 4c,176,1617964
A0A127GIB5,A0A127GIB5_SHIFL,unreviewed,Glutaredoxin,Shigella flexneri 4c,85,1617964
A0A127GJQ2,A0A127GJQ2_SHIFL,unreviewed,Membrane protein,Shigella flexneri 4c,201,1617964
A0A127GQ92,A0A127GQ92_SHIFL,unreviewed,50S ribosomal protein L30,Shigella flexneri 4c,59,1617964
A0A127GND9,A0A127GND9_SHIFL,unreviewed,Lipoprotein,Shigella flexneri 4c,90,1617964
A0A127GS42,A0A127GS42_SHIFL,unreviewed,Aminopeptidase,Shigella flexneri 4c,356,1617964
A0A127GR90,A0A127GR90_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,131,1617964
A0A127GUQ9,A0A127GUQ9_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,93,1617964
A0A127GHP1,A0A127GHP1_SHIFL,unreviewed,2-(5'-triphosphoribosyl)-3'-dephospho CoA synthase (EC 2.7.7.61),Shigella flexneri 4c,162,1617964
A0A127GUG5,A0A127GUG5_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,118,1617964
A0A127GLC1,A0A127GLC1_SHIFL,unreviewed,Cation transport regulator,Shigella flexneri 4c,76,1617964
A0A127GJE7,A0A127GJE7_SHIFL,unreviewed,Excisionase,Shigella flexneri 4c,65,1617964
A0A127GMH6,A0A127GMH6_SHIFL,unreviewed,Transcriptional regulator,Shigella flexneri 4c,75,1617964
A0A127GR77,A0A127GR77_SHIFL,unreviewed,ADP-heptose--LPS heptosyltransferase,Shigella flexneri 4c,348,1617964
A0A127GSH3,A0A127GSH3_SHIFL,unreviewed,Single-stranded DNA-binding protein (SSB),Shigella flexneri 4c,178,1617964
A0A127GRR2,A0A127GRR2_SHIFL,unreviewed,Protein CyaY,Shigella flexneri 4c,106,1617964
A0A127GIG6,A0A127GIG6_SHIFL,unreviewed,Kinase,Shigella flexneri 4c,362,1617964
A0A127GKI0,A0A127GKI0_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,108,1617964
A0A127GMQ6,A0A127GMQ6_SHIFL,unreviewed,NADH:ubiquinone oxidoreductase subunit J (EC 1.6.5.11),Shigella flexneri 4c,184,1617964
A0A127GSS7,A0A127GSS7_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,110,1617964
A0A127GSY8,A0A127GSY8_SHIFL,unreviewed,Elongation factor P (EF-P),Shigella flexneri 4c,188,1617964
A0A127GIR5,A0A127GIR5_SHIFL,unreviewed,dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase),Shigella flexneri 4c,193,1617964
A0A127GRQ1,A0A127GRQ1_SHIFL,unreviewed,Adenylate cyclase (EC 4.6.1.1),Shigella flexneri 4c,848,1617964
A0A127GQG0,A0A127GQG0_SHIFL,unreviewed,Cell division protein DamX,Shigella flexneri 4c,430,1617964
A0A127GRZ1,A0A127GRZ1_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,235,1617964
A0A127GS74,A0A127GS74_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,119,1617964
A0A127GSM2,A0A127GSM2_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,64,1617964
A0A127GSD3,A0A127GSD3_SHIFL,unreviewed,Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific]),Shigella flexneri 4c,466,1617964
A0A127GMR1,A0A127GMR1_SHIFL,unreviewed,Dihydrofolate synthase/folylpolyglutamate synthase,Shigella flexneri 4c,422,1617964
A0A127GRD2,A0A127GRD2_SHIFL,unreviewed,Colicin immunity protein,Shigella flexneri 4c,132,1617964
A0A127GP45,A0A127GP45_SHIFL,unreviewed,Nucleoside triphosphate hydrolase,Shigella flexneri 4c,237,1617964
A0A127GLG4,A0A127GLG4_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,955,1617964
A0A127GQB2,A0A127GQB2_SHIFL,unreviewed,Membrane protein,Shigella flexneri 4c,54,1617964
A0A127GRP9,A0A127GRP9_SHIFL,unreviewed,Acetolactate synthase,Shigella flexneri 4c,32,1617964
A0A127GI45,A0A127GI45_SHIFL,unreviewed,"L,D-transpeptidase",Shigella flexneri 4c,306,1617964
A0A127GJ79,A0A127GJ79_SHIFL,unreviewed,Transposase,Shigella flexneri 4c,174,1617964
A0A127GPD2,A0A127GPD2_SHIFL,unreviewed,Autotransporter,Shigella flexneri 4c,1285,1617964
A0A127GS41,A0A127GS41_SHIFL,unreviewed,Cell division protein FtsN,Shigella flexneri 4c,284,1617964
A0A127GTU2,A0A127GTU2_SHIFL,unreviewed,Protein TonB,Shigella flexneri 4c,239,1617964
A0A127GPC3,A0A127GPC3_SHIFL,unreviewed,Antigen 43 beta chain,Shigella flexneri 4c,1040,1617964
A0A127GN43,A0A127GN43_SHIFL,unreviewed,Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase),Shigella flexneri 4c,345,1617964
A0A127GTB3,A0A127GTB3_SHIFL,unreviewed,Thymidine phosphorylase (EC 2.4.2.4) (TdRPase),Shigella flexneri 4c,440,1617964
A0A127GGK2,A0A127GGK2_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,64,1617964
A0A127GQI0,A0A127GQI0_SHIFL,unreviewed,Osmolarity sensor protein,Shigella flexneri 4c,450,1617964
A0A127GV86,A0A127GV86_SHIFL,unreviewed,Antitoxin,Shigella flexneri 4c,75,1617964
A0A127GJG5,A0A127GJG5_SHIFL,unreviewed,Tail attachment protein,Shigella flexneri 4c,123,1617964
A0A127GPQ9,A0A127GPQ9_SHIFL,unreviewed,Altronate hydrolase,Shigella flexneri 4c,495,1617964
A0A127GQE2,A0A127GQE2_SHIFL,unreviewed,Anthranilate synthase component II (EC 4.1.3.27),Shigella flexneri 4c,187,1617964
A0A127GRH2,A0A127GRH2_SHIFL,unreviewed,Fimbrial protein,Shigella flexneri 4c,318,1617964
A0A127GSI6,A0A127GSI6_SHIFL,unreviewed,Acetyltransferase,Shigella flexneri 4c,147,1617964
A0A127GKD8,A0A127GKD8_SHIFL,unreviewed,Histidine kinase,Shigella flexneri 4c,330,1617964
A0A127GMV0,A0A127GMV0_SHIFL,unreviewed,Transcriptional regulator,Shigella flexneri 4c,204,1617964
A0A127GPI6,A0A127GPI6_SHIFL,unreviewed,Membrane protein,Shigella flexneri 4c,219,1617964
A0A127GRS0,A0A127GRS0_SHIFL,unreviewed,Protoheme IX biogenesis protein (EC 1.3.3.4),Shigella flexneri 4c,398,1617964
A0A127GTG1,A0A127GTG1_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,287,1617964
A0A127GTZ2,A0A127GTZ2_SHIFL,unreviewed,Membrane protein,Shigella flexneri 4c,290,1617964
A0A127GU12,A0A127GU12_SHIFL,unreviewed,ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (EC 5.1.99.6) (ADP-dependent NAD(P)HX dehydratase) (NAD(P)H-hydrate epimerase) (NAD(P)HX epimerase),Shigella flexneri 4c,510,1617964
A0A127GJA2,A0A127GJA2_SHIFL,unreviewed,Cytoplasmic alpha-amylase (EC 3.2.1.1),Shigella flexneri 4c,495,1617964
A0A127GRP2,A0A127GRP2_SHIFL,unreviewed,ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b),Shigella flexneri 4c,156,1617964
A0A127GH01,A0A127GH01_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,160,1617964
A0A127GI17,A0A127GI17_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,128,1617964
A0A127GR46,A0A127GR46_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,236,1617964
A0A127GSK2,A0A127GSK2_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,245,1617964
A0A127GU23,A0A127GU23_SHIFL,unreviewed,Peptide transporter,Shigella flexneri 4c,334,1617964
A0A127GLS0,A0A127GLS0_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,81,1617964
A0A127GG52,A0A127GG52_SHIFL,unreviewed,Dihydrofolate reductase (EC 1.5.1.3),Shigella flexneri 4c,159,1617964
A0A127GIN1,A0A127GIN1_SHIFL,unreviewed,Pseudouridine kinase,Shigella flexneri 4c,313,1617964
A0A127GL93,A0A127GL93_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,94,1617964
A0A127GLK7,A0A127GLK7_SHIFL,unreviewed,Transcriptional regulator,Shigella flexneri 4c,639,1617964
A0A127GM34,A0A127GM34_SHIFL,unreviewed,Electron transporter YccM,Shigella flexneri 4c,357,1617964
A0A127GNE1,A0A127GNE1_SHIFL,unreviewed,Signal peptidase I (EC 3.4.21.89),Shigella flexneri 4c,324,1617964
A0A127GU92,A0A127GU92_SHIFL,unreviewed,Phenol hydroxylase,Shigella flexneri 4c,161,1617964
A0A127GID2,A0A127GID2_SHIFL,unreviewed,N-acetylmuramoyl-L-alanine amidase amid,Shigella flexneri 4c,276,1617964
A0A127GNK8,A0A127GNK8_SHIFL,unreviewed,Carbon storage regulator,Shigella flexneri 4c,61,1617964
A0A127GIQ3,A0A127GIQ3_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,759,1617964
A0A127GKT4,A0A127GKT4_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,50,1617964
A0A127GJZ1,A0A127GJZ1_SHIFL,unreviewed,Diguanylate phosphodiesterase,Shigella flexneri 4c,166,1617964
A0A127GUA8,A0A127GUA8_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,135,1617964
A0A127GG68,A0A127GG68_SHIFL,unreviewed,Nucleoside triphosphate hydrolase,Shigella flexneri 4c,129,1617964
A0A127GMG0,A0A127GMG0_SHIFL,unreviewed,Ribosomal protein S12 methylthiotransferase accessory factor YcaO,Shigella flexneri 4c,586,1617964
A0A127GN01,A0A127GN01_SHIFL,unreviewed,Sulfate/thiosulfate transporter permease subunit,Shigella flexneri 4c,291,1617964
A0A127GP82,A0A127GP82_SHIFL,unreviewed,dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase),Shigella flexneri 4c,197,1617964
A0A127GRH8,A0A127GRH8_SHIFL,unreviewed,6-phospho-beta-glucosidase,Shigella flexneri 4c,349,1617964
A0A127GUQ3,A0A127GUQ3_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,116,1617964
A0A127GII7,A0A127GII7_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,114,1617964
A0A127GL80,A0A127GL80_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,59,1617964
A0A127GUV7,A0A127GUV7_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,187,1617964
A0A127GK97,A0A127GK97_SHIFL,unreviewed,Transcriptional regulator LsrR,Shigella flexneri 4c,317,1617964
A0A127GMK5,A0A127GMK5_SHIFL,unreviewed,"1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)",Shigella flexneri 4c,285,1617964
A0A127GSK6,A0A127GSK6_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,292,1617964
A0A127GH55,A0A127GH55_SHIFL,unreviewed,Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7),Shigella flexneri 4c,183,1617964
A0A127GLI2,A0A127GLI2_SHIFL,unreviewed,Uncharacterized protein,Shigella flexneri 4c,507,1617964
