O41931_Q4V328;0_3_3_7_8;0_6_6_9;33708;9606
O41932_Q3MJ40;0_3_3_7_8;0_6_6_9;33708;9606
O41932_O60879;0_3_3_7_8;0_6_6_9;33708;9606
O41932_Q8IZ21;0_3_3_7_8;0_6_6_9;33708;9606
O41932_Q92558;0_3_3_7_8;0_6_6_9;33708;9606
O00401_O41932;0_3_3_7_8;0_6_6_9;33708;9606
O41939_Q7Z7A1;0_3_3_7_8;0_6_6_9;33708;9606
O41941_Q7Z3E2;0_3_3_7_8;0_6_6_9;33708;9606
O41941_Q96SN8;0_3_3_7_8;0_6_6_9;33708;9606
O75179_P88980;0_3_3_7_8;0_6_6_9;33708;9606
P88980_Q9NZN5;0_3_3_7_8;0_6_6_9;33708;9606
P46379_P88980;0_3_3_7_8;0_6_6_9;33708;9606
P88980_Q9P1Z2;0_3_3_7_8;0_6_6_9;33708;9606
P88980_Q9BXL7;0_3_3_7_8;0_6_6_9;33708;9606
P35222_P88980;0_3_3_7_8;0_6_6_9;33708;9606
O14972_P88980;0_3_3_7_8;0_6_6_9;33708;9606
P88980_Q9Y6C2;0_3_3_7_8;0_6_6_9;33708;9606
P88980_Q14789;0_3_3_7_8;0_6_6_9;33708;9606
P07900_P88980;0_3_3_7_8;0_6_6_9;33708;9606
O94972_P88980;0_3_3_7_8;0_6_6_9;33708;9606
P02671_Q9QAI7;0_3_3_7_8;0_6_6_9;33708;9606
P56962_Q9QAI7;0_3_3_7_8;0_6_6_9;33708;9606
O41946_P61201;0_3_3_7_8;0_6_6_9;33708;9606
O41946_Q92905;0_3_3_7_8;0_6_6_9;33708;9606
O41946_P02671;0_3_3_7_8;0_6_6_9;33708;9606
O41946_Q4V328;0_3_3_7_8;0_6_6_9;33708;9606
O00629_O41946;0_3_3_7_8;0_6_6_9;33708;9606
O41946_Q5VU43;0_3_3_7_8;0_6_6_9;33708;9606
O41946_P51665;0_3_3_7_8;0_6_6_9;33708;9606
AAH30133_O41946;O41946_P34741;0_3_3_7_8;0_6_6_9;33708;9606
O41946_Q2M3G4;0_3_3_7_8;0_6_6_9;33708;9606
O41946_Q01082;0_3_3_7_8;0_6_6_9;33708;9606
O41947_Q8N8U9;0_3_3_7_8;0_6_6_9;33708;9606
O41947_Q13137;0_3_3_7_8;0_6_6_9;33708;9606
O41947_P04196;0_3_3_7_8;0_6_6_9;33708;9606
O41947_O94953;0_3_3_7_8;0_6_6_9;33708;9606
O41947_Q9P0J7;0_3_3_7_8;0_6_6_9;33708;9606
O41947_P29122;0_3_3_7_8;0_6_6_9;33708;9606
O41947_Q7Z3K3;0_3_3_7_8;0_6_6_9;33708;9606
O41947_Q96RL1;0_3_3_7_8;0_6_6_9;33708;9606
O41947_Q13127;0_3_3_7_8;0_6_6_9;33708;9606
O41947_Q86VP1;0_3_3_7_8;0_6_6_9;33708;9606
O41947_Q96KR1;0_3_3_7_8;0_6_6_9;33708;9606
O41947_Q14966;0_3_3_7_8;0_6_6_9;33708;9606
O41949_P11310;0_3_3_7_8;0_6_6_9;33708;9606
O41949_Q9NVR5;0_3_3_7_8;0_6_6_9;33708;9606
O41949_P48960;0_3_3_7_8;0_6_6_9;33708;9606
O41949_P00740;0_3_3_7_8;0_6_6_9;33708;9606
O41949_P02751;0_3_3_7_8;0_6_6_9;33708;9606
O41949_Q5VSY0;0_3_3_7_8;0_6_6_9;33708;9606
O41949_P41235;0_3_3_7_8;0_6_6_9;33708;9606
O41949_P05106;0_3_3_7_8;0_6_6_9;33708;9606
O41949_P24043;0_3_3_7_8;0_6_6_9;33708;9606
O00339_O41949;0_3_3_7_8;0_6_6_9;33708;9606
O41949_Q7Z3S9;0_3_3_7_8;0_6_6_9;33708;9606
O41949_Q96RI1;0_3_3_7_8;0_6_6_9;33708;9606
O41949_Q92748;0_3_3_7_8;0_6_6_9;33708;9606
O41949_Q8TCN5;0_3_3_7_8;0_6_6_9;33708;9606
O41951_Q6IPF4;0_3_3_7_8;0_6_6_9;33708;9606
O41951_Q9H4A3;0_3_3_7_8;0_6_6_9;33708;9606
O41952_Q9HCM1;0_3_3_7_8;0_6_6_9;33708;9606
O41952_Q03001;0_3_3_7_8;0_6_6_9;33708;9606
O41952_P05787;0_3_3_7_8;0_6_6_9;33708;9606
O41952_Q9Y383;0_3_3_7_8;0_6_6_9;33708;9606
O41952_P02795;0_3_3_7_8;0_6_6_9;33708;9606
O41952_Q9UNK0;0_3_3_7_8;0_6_6_9;33708;9606
O41954_Q9H2P0;0_3_3_7_8;0_6_6_9;33708;9606
O41954_O75179;0_3_3_7_8;0_6_6_9;33708;9606
O41954_P30622;0_3_3_7_8;0_6_6_9;33708;9606
O00560_O41955;0_3_3_7_8;0_6_6_9;33708;9606
O41955_P63279;0_3_3_7_8;0_6_6_9;33708;9606
O41956_Q15629;0_3_3_7_8;0_6_6_9;33708;9606
O41927_P04196;0_3_3_7_8;0_6_6_9;33708;9606
O41957_O43707;0_3_3_7_8;0_6_6_9;33708;9606
O41957_Q5M9N0;0_3_3_7_8;0_6_6_9;33708;9606
O41957_Q96AE4;0_3_3_7_8;0_6_6_9;33708;9606
O41957_Q9UJY4;0_3_3_7_8;0_6_6_9;33708;9606
O41957_Q08379;0_3_3_7_8;0_6_6_9;33708;9606
O41957_Q14789;0_3_3_7_8;0_6_6_9;33708;9606
O41957_P14625;0_3_3_7_8;0_6_6_9;33708;9606
O41957_P34932;0_3_3_7_8;0_6_6_9;33708;9606
O41957_P11021;0_3_3_7_8;0_6_6_9;33708;9606
O41957_Q86UP2;0_3_3_7_8;0_6_6_9;33708;9606
O41957_P35749;0_3_3_7_8;0_6_6_9;33708;9606
O41957_Q9NYW8;0_3_3_7_8;0_6_6_9;33708;9606
O41957_P52756;0_3_3_7_8;0_6_6_9;33708;9606
O41957_Q15643;0_3_3_7_8;0_6_6_9;33708;9606
O41957_Q9UGI0;0_3_3_7_8;0_6_6_9;33708;9606
O41958_Q8TDM6;0_3_3_7_8;0_6_6_9;33708;9606
O41958_P02792;0_3_3_7_8;0_6_6_9;33708;9606
O41958_Q96Q89;0_3_3_7_8;0_6_6_9;33708;9606
O41958_Q16236;0_3_3_7_8;0_6_6_9;33708;9606
O15226_O41958;0_3_3_7_8;0_6_6_9;33708;9606
O41958_O94875;0_3_3_7_8;0_6_6_9;33708;9606
P27694_P88981;0_3_3_7_8;0_6_6_9;33708;9606
P88983_Q96ST8;0_3_3_7_8;0_6_6_9;33708;9606
P12259_P88983;0_3_3_7_8;0_6_6_9;33708;9606
P88983_Q6ZU65;0_3_3_7_8;0_6_6_9;33708;9606
P07910_P88983;0_3_3_7_8;0_6_6_9;33708;9606
O43395_P88983;0_3_3_7_8;0_6_6_9;33708;9606
P88983_Q9BVJ6;0_3_3_7_8;0_6_6_9;33708;9606
P88983_Q96KR1;0_3_3_7_8;0_6_6_9;33708;9606
P0C0L5_P88986;0_3_3_7_8;0_6_6_9;33708;9606
P88986_Q03001;0_3_3_7_8;0_6_6_9;33708;9606
P88986_Q14789;0_3_3_7_8;0_6_6_9;33708;9606
P88986_Q86V48;0_3_3_7_8;0_6_6_9;33708;9606
P04114_P88987;0_3_3_7_8;0_6_6_9;33708;9606
P88987_Q9BUQ8;0_3_3_7_8;0_6_6_9;33708;9606
P88987_Q96KQ7;0_3_3_7_8;0_6_6_9;33708;9606
P55268_P88987;0_3_3_7_8;0_6_6_9;33708;9606
P88987_Q86VD5;0_3_3_7_8;0_6_6_9;33708;9606
O94913_P88987;0_3_3_7_8;0_6_6_9;33708;9606
P88987_Q7KZ85;0_3_3_7_8;0_6_6_9;33708;9606
P88987_Q01085;0_3_3_7_8;0_6_6_9;33708;9606
P02647_P88988;0_3_3_7_8;0_6_6_9;33708;9606
P04114_P88988;0_3_3_7_8;0_6_6_9;33708;9606
P88988_Q6UXV4;0_3_3_7_8;0_6_6_9;33708;9606
P35606_P88988;0_3_3_7_8;0_6_6_9;33708;9606
P21333_P88988;0_3_3_7_8;0_6_6_9;33708;9606
P88991_Q9UHX1;0_3_3_7_8;0_6_6_9;33708;9606
P28290_P88991;0_3_3_7_8;0_6_6_9;33708;9606
P88991_Q9NZ09;0_3_3_7_8;0_6_6_9;33708;9606
P88991_Q9H4A3;0_3_3_7_8;0_6_6_9;33708;9606
P02768_P88993;0_3_3_7_8;0_6_6_9;33708;9606
P88995_Q9GZR7;0_3_3_7_8;0_6_6_9;33708;9606
P13164_P88995;0_3_3_7_8;0_6_6_9;33708;9606
O75197_P88995;0_3_3_7_8;0_6_6_9;33708;9606
P36941_P88995;0_3_3_7_8;0_6_6_9;33708;9606
P88995_Q8NA29;0_3_3_7_8;0_6_6_9;33708;9606
P88995_Q9NPG4;0_3_3_7_8;0_6_6_9;33708;9606
P88995_Q86VE9;0_3_3_7_8;0_6_6_9;33708;9606
O75387_P88995;0_3_3_7_8;0_6_6_9;33708;9606
P88995_Q15005;0_3_3_7_8;0_6_6_9;33708;9606
O41970_P02545;0_3_3_7_8;0_6_6_9;33708;9606
O41970_Q96PK2;0_3_3_7_8;0_6_6_9;33708;9606
O41970_Q01082;0_3_3_7_8;0_6_6_9;33708;9606
O41970_Q9H4A3;0_3_3_7_8;0_6_6_9;33708;9606
P88988_Q9H4A3;0_3_3_7_8;0_6_6_9;33708;9606
P88990_Q9GZR7;0_3_3_7_8;0_6_6_9;33708;9606
P56962_P88990;0_3_3_7_8;0_6_6_9;33708;9606
P88991_Q9ULT8;0_3_3_7_8;0_6_6_9;33708;9606
P88991_Q7Z3K3;0_3_3_7_8;0_6_6_9;33708;9606
P88993_Q96MT8;0_3_3_7_8;0_6_6_9;33708;9606
P88993_Q03001;0_3_3_7_8;0_6_6_9;33708;9606
P02675_P88993;0_3_3_7_8;0_6_6_9;33708;9606
P88993_Q9UL03;0_3_3_7_8;0_6_6_9;33708;9606
O95373_P88993;0_3_3_7_8;0_6_6_9;33708;9606
P88993_Q659C4;0_3_3_7_8;0_6_6_9;33708;9606
P49321_P88993;0_3_3_7_8;0_6_6_9;33708;9606
P88993_Q96SB8;0_3_3_7_8;0_6_6_9;33708;9606
P88993_Q01082;0_3_3_7_8;0_6_6_9;33708;9606
P88993_Q15643;0_3_3_7_8;0_6_6_9;33708;9606
P88993_Q9BSL1;0_3_3_7_8;0_6_6_9;33708;9606
P62258_P88993;0_3_3_7_8;0_6_6_9;33708;9606
P23508_P88992;0_3_3_7_8;0_6_6_9;33708;9606
P88992_Q5VU43;0_3_3_7_8;0_6_6_9;33708;9606
O15020_P88992;0_3_3_7_8;0_6_6_9;33708;9606
P88992_Q5W0Q7;0_3_3_7_8;0_6_6_9;33708;9606
P18850_P88995;0_3_3_7_8;0_6_6_9;33708;9606
E2QRJ1_O41932;0_3_3_7_8;0_6_6_9;33708;9606
O41932_Q9UMS6;0_3_3_7_8;0_6_6_9;33708;9606
E7ENU5_O41951;0_3_3_7_8;0_6_6_9;33708;9606
O41957_Q9P2M7;0_3_3_7_8;0_6_6_9;33708;9606
F8W7T7_P88987;0_3_3_7_8;0_6_6_9;33708;9606
P88991_Q9Y520;0_3_3_7_8;0_6_6_9;33708;9606
B1AKG1_P88992;0_3_3_7_8;0_6_6_9;33708;9606
O41931_P02768;0_3_3_7_8;0_6_6_9;33708;9606
O41941_Q96EA4;0_3_3_7_8;0_6_6_9;33708;9606
O41946_Q9UNK0;0_3_3_7_8;0_6_6_9;33708;9606
O41949_Q8N720;0_3_3_7_8;0_6_6_9;33708;9606
O41954_Q9NYW8;0_3_3_7_8;0_6_6_9;33708;9606
O41958_Q15172;0_3_3_7_8;0_6_6_9;33708;9606
O41931_Q9NY74;0_3_3_7_8;0_6_6_9;33708;9606
O41951_Q15365;0_3_3_7_8;0_6_6_9;33708;9606
O41941_P35580;0_3_3_7_8;0_6_6_9;33708;9606
O41957_Q9ULJ7;0_3_3_7_8;0_6_6_9;33708;9606
P88995_Q8IWB9;0_3_3_7_8;0_6_6_9;33708;9606
O41925_P62988;0_3_3_7_8;0_6_6_9;33708;9606
O41969_P63279;0_3_3_7_8;0_6_6_9;33708;9606
O41970_Q99996;0_3_3_7_8;0_6_6_9;33708;9606
O41970_P02768;0_3_3_7_8;0_6_6_9;33708;9606
O41931_Q9H3P7;0_3_3_7_8;0_6_6_9;33708;9606
O41931_P21860;0_3_3_7_8;0_6_6_9;33708;9606
P28074_P88980;0_3_3_7_8;0_6_6_9;33708;9606
O41949_Q9NZV1;0_3_3_7_8;0_6_6_9;33708;9606
O41951_Q92793;0_3_3_7_8;0_6_6_9;33708;9606
O41957_Q7Z406;0_3_3_7_8;0_6_6_9;33708;9606
P88987_Q86W92;0_3_3_7_8;0_6_6_9;33708;9606
P88996_Q14980;0_3_3_7_8;0_6_6_9;33708;9606
O41941_Q8ND30;0_3_3_7_8;0_6_6_9;33708;9606
O14640_O41957;0_3_3_7_8;0_6_6_9;33708;9606
P03228_P09603;0_1_3_7_7;0_6_6_9;10377;9606
O43318_P03230;0_1_3_7_7;0_6_6_9;10377;9606
P03230_Q9NYJ8;0_1_3_7_7;0_6_6_9;10377;9606
P03230_Q9UKE5;0_1_3_7_7;0_6_6_9;10377;9606
O15444_Q9YP87;0_1_2_3_4;0_6_6_9;10243;9606
P01375_Q9YP87;0_1_2_3_4;0_6_6_9;10243;9606
O57300_P78556;1_2_3_4_6;0_6_6_9;12643;9606
O57300_Q9NRJ3;1_2_3_4_6;0_6_6_9;12643;9606
O57300_P48061;1_2_3_4_6;0_6_6_9;12643;9606
O43927_O57300;1_2_3_4_6;0_6_6_9;12643;9606
O57300_O95715;1_2_3_4_6;0_6_6_9;12643;9606
P12978_P56524;0_1_3_7_7;0_6_6_9;10377;9606
P46939_P89884;0_3_3_7_8;0_6_6_9;33708;9606
P11207_Q9BYX4;0_1_1_2_8;0_6_6_9;11208;9606
