Q07021,C1QBP_HUMAN,reviewed,MAM33 family,PF02330;,,Homo sapiens (Human),9606,"Complement component 1 Q subcomponent-binding protein, mitochondrial (ASF/SF2-associated protein p32) (Glycoprotein gC1qBP) (C1qBP) (Hyaluronan-binding protein 1) (Mitochondrial matrix protein p32) (gC1q-R protein) (p33)",Q07021
Q92793,CBP_HUMAN,reviewed,,PF00439;PF09030;PF06001;PF08214;PF02172;PF02135;PF00569;,,Homo sapiens (Human),9606,CREB-binding protein (EC 2.3.1.48),Q92793
P29590,PML_HUMAN,reviewed,,PF12126;PF00643;,,Homo sapiens (Human),9606,Protein PML (Promyelocytic leukemia protein) (RING finger protein 71) (Tripartite motif-containing protein 19),P29590
Q09472,EP300_HUMAN,reviewed,,PF00439;PF09030;PF06001;PF08214;PF02172;PF02135;PF00569;,,Homo sapiens (Human),9606,Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300),Q09472
P08240,SRPRA_HUMAN,reviewed,GTP-binding SRP family,PF04086;PF00448;PF02881;,,Homo sapiens (Human),9606,Signal recognition particle receptor subunit alpha (SR-alpha) (Docking protein alpha) (DP-alpha),P08240
Q9H4G4,GAPR1_HUMAN,reviewed,CRISP family,PF00188;,,Homo sapiens (Human),9606,Golgi-associated plant pathogenesis-related protein 1 (GAPR-1) (Golgi-associated PR-1 protein) (Glioma pathogenesis-related protein 2) (GliPR 2),Q9H4G4
P29966,MARCS_HUMAN,reviewed,MARCKS family,PF02063;,,Homo sapiens (Human),9606,"Myristoylated alanine-rich C-kinase substrate (MARCKS) (Protein kinase C substrate, 80 kDa protein, light chain) (80K-L protein) (PKCSL)",P29966
O60238,BNI3L_HUMAN,reviewed,NIP3 family,PF06553;,,Homo sapiens (Human),9606,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like (Adenovirus E1B19K-binding protein B5) (BCL2/adenovirus E1B 19 kDa protein-interacting protein 3A) (NIP3-like protein X) (NIP3L),O60238
Q66K89,E4F1_HUMAN,reviewed,,,,Homo sapiens (Human),9606,Transcription factor E4F1 (EC 2.3.2.27) (E4F transcription factor 1) (Putative E3 ubiquitin-protein ligase E4F1) (RING-type E3 ubiquitin transferase E4F1) (Transcription factor E4F) (p120E4F) (p50E4F),Q66K89
Q96N66,MBOA7_HUMAN,reviewed,Membrane-bound acyltransferase family,PF03062;,,Homo sapiens (Human),9606,Lysophospholipid acyltransferase 7 (LPLAT 7) (EC 2.3.1.-) (1-acylglycerophosphatidylinositol O-acyltransferase) (EC 2.3.1.n4) (Bladder and breast carcinoma-overexpressed gene 1 protein) (Leukocyte receptor cluster member 4) (Lysophosphatidylinositol acyltransferase) (LPIAT) (Lyso-PI acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 7) (O-acyltransferase domain-containing protein 7) (h-mboa-7),Q96N66
Q9H5V8,CDCP1_HUMAN,reviewed,,,,Homo sapiens (Human),9606,CUB domain-containing protein 1 (Membrane glycoprotein gp140) (Subtractive immunization M plus HEp3-associated 135 kDa protein) (SIMA135) (Transmembrane and associated with src kinases) (CD antigen CD318),Q9H5V8
P05023,AT1A1_HUMAN,reviewed,"Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIC subfamily",PF00689;PF00690;,,Homo sapiens (Human),9606,Sodium/potassium-transporting ATPase subunit alpha-1 (Na(+)/K(+) ATPase alpha-1 subunit) (EC 3.6.3.9) (Sodium pump subunit alpha-1),P05023
Q12983,BNIP3_HUMAN,reviewed,NIP3 family,PF06553;,,Homo sapiens (Human),9606,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,Q12983
Q9Y4A5,TRRAP_HUMAN,reviewed,"PI3/PI4-kinase family, TRA1 subfamily",PF02259;PF00454;,,Homo sapiens (Human),9606,Transformation/transcription domain-associated protein (350/400 kDa PCAF-associated factor) (PAF350/400) (STAF40) (Tra1 homolog),Q9Y4A5
P16615,AT2A2_HUMAN,reviewed,"Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIA subfamily",PF00689;PF00690;PF08282;,,Homo sapiens (Human),9606,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 3.6.3.8) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",P16615
Q6PIU2,NCEH1_HUMAN,reviewed,'GDXG' lipolytic enzyme family,PF07859;,PIRSF037251;,Homo sapiens (Human),9606,Neutral cholesterol ester hydrolase 1 (NCEH) (EC 3.1.1.-) (Arylacetamide deacetylase-like 1),Q6PIU2
P21675,TAF1_HUMAN,reviewed,TAF1 family,PF00439;PF12157;PF09247;,PIRSF003047;,Homo sapiens (Human),9606,Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250),P21675
Q14108,SCRB2_HUMAN,reviewed,CD36 family,PF01130;,,Homo sapiens (Human),9606,Lysosome membrane protein 2 (85 kDa lysosomal membrane sialoglycoprotein) (LGP85) (CD36 antigen-like 2) (Lysosome membrane protein II) (LIMP II) (Scavenger receptor class B member 2) (CD antigen CD36),Q14108
Q9NTJ5,SAC1_HUMAN,reviewed,,PF02383;,,Homo sapiens (Human),9606,Phosphatidylinositide phosphatase SAC1 (EC 3.1.3.-) (Suppressor of actin mutations 1-like protein),Q9NTJ5
Q8TED1,GPX8_HUMAN,reviewed,Glutathione peroxidase family,PF00255;,PIRSF000303;,Homo sapiens (Human),9606,Probable glutathione peroxidase 8 (GPx-8) (GSHPx-8) (EC 1.11.1.9),Q8TED1
Q9BZG1,RAB34_HUMAN,reviewed,"Small GTPase superfamily, Rab family",PF00071;,,Homo sapiens (Human),9606,Ras-related protein Rab-34 (Ras-related protein Rab-39) (Ras-related protein Rah),Q9BZG1
P50402,EMD_HUMAN,reviewed,,PF03020;,,Homo sapiens (Human),9606,Emerin,P50402
Q70UQ0,IKIP_HUMAN,reviewed,,,,Homo sapiens (Human),9606,Inhibitor of nuclear factor kappa-B kinase-interacting protein (I kappa-B kinase-interacting protein) (IKBKB-interacting protein) (IKK-interacting protein),Q70UQ0
O15173,PGRC2_HUMAN,reviewed,"Cytochrome b5 family, MAPR subfamily",PF00173;,,Homo sapiens (Human),9606,Membrane-associated progesterone receptor component 2 (Progesterone membrane-binding protein) (Steroid receptor protein DG6),O15173
Q15326,ZMY11_HUMAN,reviewed,,PF00439;PF00855;,,Homo sapiens (Human),9606,Zinc finger MYND domain-containing protein 11 (Adenovirus 5 E1A-binding protein) (Bone morphogenetic protein receptor-associated molecule 1) (Protein BS69),Q15326
P78310,CXAR_HUMAN,reviewed,,PF00047;PF07686;,,Homo sapiens (Human),9606,Coxsackievirus and adenovirus receptor (CAR) (hCAR) (CVB3-binding protein) (Coxsackievirus B-adenovirus receptor) (HCVADR),P78310
A4FU69,EFCB5_HUMAN,reviewed,,,,Homo sapiens (Human),9606,EF-hand calcium-binding domain-containing protein 5,A4FU69
Q92831,KAT2B_HUMAN,reviewed,"Acetyltransferase family, GCN5 subfamily",PF00583;PF00439;PF06466;,PIRSF003048;,Homo sapiens (Human),9606,Histone acetyltransferase KAT2B (EC 2.3.1.48) (Histone acetyltransferase PCAF) (Histone acetylase PCAF) (Lysine acetyltransferase 2B) (P300/CBP-associated factor) (P/CAF),Q92831
Q13547,HDAC1_HUMAN,reviewed,"Histone deacetylase family, HD type 1 subfamily",PF00850;,PIRSF037913;,Homo sapiens (Human),9606,Histone deacetylase 1 (HD1) (EC 3.5.1.98),Q13547
P06703,S10A6_HUMAN,reviewed,S-100 family,PF01023;,,Homo sapiens (Human),9606,Protein S100-A6 (Calcyclin) (Growth factor-inducible protein 2A9) (MLN 4) (Prolactin receptor-associated protein) (PRA) (S100 calcium-binding protein A6),P06703
Q01860,PO5F1_HUMAN,reviewed,"POU transcription factor family, Class-5 subfamily",PF00046;PF00157;,,Homo sapiens (Human),9606,"POU domain, class 5, transcription factor 1 (Octamer-binding protein 3) (Oct-3) (Octamer-binding protein 4) (Oct-4) (Octamer-binding transcription factor 3) (OTF-3)",Q01860
Q16611,BAK_HUMAN,reviewed,Bcl-2 family,PF00452;,,Homo sapiens (Human),9606,Bcl-2 homologous antagonist/killer (Apoptosis regulator BAK) (Bcl-2-like protein 7) (Bcl2-L-7),Q16611
P31040,SDHA_HUMAN,reviewed,"FAD-dependent oxidoreductase 2 family, FRD/SDH subfamily",PF00890;PF02910;,,Homo sapiens (Human),9606,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)",P31040
Q9HC07,TM165_HUMAN,reviewed,GDT1 family,PF01169;,,Homo sapiens (Human),9606,Transmembrane protein 165 (Transmembrane protein PT27) (Transmembrane protein TPARL),Q9HC07
Q9Y5S1,TRPV2_HUMAN,reviewed,"Transient receptor (TC 1.A.4) family, TrpV subfamily, TRPV2 sub-subfamily",PF12796;PF00520;,,Homo sapiens (Human),9606,Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Osm-9-like TRP channel 2) (OTRPC2) (Vanilloid receptor-like protein 1) (VRL-1),Q9Y5S1
Q9BUJ2,HNRL1_HUMAN,reviewed,,PF02037;PF00622;,,Homo sapiens (Human),9606,Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5) (E1B-55 kDa-associated protein 5) (E1B-AP5),Q9BUJ2
Q96AQ6,PBIP1_HUMAN,reviewed,,,,Homo sapiens (Human),9606,Pre-B-cell leukemia transcription factor-interacting protein 1 (Hematopoietic PBX-interacting protein),Q96AQ6
Q12982,BNIP2_HUMAN,reviewed,,PF12496;PF13716;,,Homo sapiens (Human),9606,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2,Q12982
Q9UI95,MD2L2_HUMAN,reviewed,,PF02301;,,Homo sapiens (Human),9606,Mitotic spindle assembly checkpoint protein MAD2B (Mitotic arrest deficient 2-like protein 2) (MAD2-like protein 2) (REV7 homolog) (hREV7),Q9UI95
P11717,MPRI_HUMAN,reviewed,MRL1/IGF2R family,PF00878;PF00040;,,Homo sapiens (Human),9606,Cation-independent mannose-6-phosphate receptor (CI Man-6-P receptor) (CI-MPR) (M6PR) (300 kDa mannose 6-phosphate receptor) (MPR 300) (Insulin-like growth factor 2 receptor) (Insulin-like growth factor II receptor) (IGF-II receptor) (M6P/IGF2 receptor) (M6P/IGF2R) (CD antigen CD222),P11717
Q9NYF8,BCLF1_HUMAN,reviewed,,PF15440;,,Homo sapiens (Human),9606,Bcl-2-associated transcription factor 1 (Btf),Q9NYF8
Q9Y639,NPTN_HUMAN,reviewed,,,,Homo sapiens (Human),9606,Neuroplastin (Stromal cell-derived receptor 1) (SDR-1),Q9Y639
P06748,NPM_HUMAN,reviewed,Nucleoplasmin family,PF16276;PF03066;,,Homo sapiens (Human),9606,Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin),P06748
Q96KC8,DNJC1_HUMAN,reviewed,,PF00226;PF00249;,,Homo sapiens (Human),9606,DnaJ homolog subfamily C member 1 (DnaJ protein homolog MTJ1),Q96KC8
