Q5SXM2,SNPC4_HUMAN,reviewed,,PF00249;,,Homo sapiens (Human),9606,snRNA-activating protein complex subunit 4 (SNAPc subunit 4) (Proximal sequence element-binding transcription factor subunit alpha) (PSE-binding factor subunit alpha) (PTF subunit alpha) (snRNA-activating protein complex 190 kDa subunit) (SNAPc 190 kDa subunit),Q5SXM2
Q9Y244,POMP_HUMAN,reviewed,POMP/UMP1 family,,,Homo sapiens (Human),9606,Proteasome maturation protein (Proteassemblin) (Protein UMP1 homolog) (hUMP1) (Voltage-gated K channel beta subunit 4.1),Q9Y244
O14907,TX1B3_HUMAN,reviewed,,PF00595;,PIRSF037712;,Homo sapiens (Human),9606,Tax1-binding protein 3 (Glutaminase-interacting protein 3) (Tax interaction protein 1) (TIP-1) (Tax-interacting protein 1),O14907
P18583,SON_HUMAN,reviewed,,PF01585;,,Homo sapiens (Human),9606,Protein SON (Bax antagonist selected in saccharomyces 1) (BASS1) (Negative regulatory element-binding protein) (NRE-binding protein) (Protein DBP-5) (SON3),P18583
P63010,AP2B1_HUMAN,reviewed,Adaptor complexes large subunit family,PF01602;PF02883;PF09066;,PIRSF002291;,Homo sapiens (Human),9606,AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit),P63010
Q9NY93,DDX56_HUMAN,reviewed,"DEAD box helicase family, DDX56/DBP9 subfamily",PF00270;PF00271;,,Homo sapiens (Human),9606,Probable ATP-dependent RNA helicase DDX56 (EC 3.6.4.13) (ATP-dependent 61 kDa nucleolar RNA helicase) (DEAD box protein 21) (DEAD box protein 56),Q9NY93
O14908,GIPC1_HUMAN,reviewed,GIPC family,PF00595;,PIRSF038083;,Homo sapiens (Human),9606,PDZ domain-containing protein GIPC1 (GAIP C-terminus-interacting protein) (RGS-GAIP-interacting protein) (RGS19-interacting protein 1) (Synectin) (Tax interaction protein 2) (TIP-2),O14908
Q9C099,LRCC1_HUMAN,reviewed,LRRCC1 family,,,Homo sapiens (Human),9606,Leucine-rich repeat and coiled-coil domain-containing protein 1 (Centrosomal leucine-rich repeat and coiled-coil domain-containing protein),Q9C099
Q6PI77,BHLH9_HUMAN,reviewed,GPRASP family,PF04826;,,Homo sapiens (Human),9606,Protein BHLHb9 (bHLHb9) (Transcription regulator of 60 kDa) (p60TRP),Q6PI77
O95219,SNX4_HUMAN,reviewed,Sorting nexin family,PF00787;,,Homo sapiens (Human),9606,Sorting nexin-4,O95219
Q15633,TRBP2_HUMAN,reviewed,TARBP2 family,PF00035;,,Homo sapiens (Human),9606,RISC-loading complex subunit TARBP2 (TAR RNA-binding protein 2) (Trans-activation-responsive RNA-binding protein),Q15633
Q96RT1,ERBIN_HUMAN,reviewed,LAP (LRR and PDZ) protein family,PF13855;PF00595;,,Homo sapiens (Human),9606,Erbin (Densin-180-like protein) (Erbb2-interacting protein) (Protein LAP2),Q96RT1
P46527,CDN1B_HUMAN,reviewed,CDI family,PF02234;,,Homo sapiens (Human),9606,Cyclin-dependent kinase inhibitor 1B (Cyclin-dependent kinase inhibitor p27) (p27Kip1),P46527
Q9UER7,DAXX_HUMAN,reviewed,DAXX family,PF03344;,,Homo sapiens (Human),9606,Death domain-associated protein 6 (Daxx) (hDaxx) (ETS1-associated protein 1) (EAP1) (Fas death domain-associated protein),Q9UER7
P04637,P53_HUMAN,reviewed,P53 family,PF00870;PF08563;PF07710;,,Homo sapiens (Human),9606,Cellular tumor antigen p53 (Antigen NY-CO-13) (Phosphoprotein p53) (Tumor suppressor p53),P04637
Q9HCU5,PREB_HUMAN,reviewed,,PF00400;,,Homo sapiens (Human),9606,Prolactin regulatory element-binding protein (Mammalian guanine nucleotide exchange factor mSec12),Q9HCU5
Q07021,C1QBP_HUMAN,reviewed,MAM33 family,PF02330;,,Homo sapiens (Human),9606,"Complement component 1 Q subcomponent-binding protein, mitochondrial (ASF/SF2-associated protein p32) (Glycoprotein gC1qBP) (C1qBP) (Hyaluronan-binding protein 1) (Mitochondrial matrix protein p32) (gC1q-R protein) (p33)",Q07021
Q92793,CBP_HUMAN,reviewed,,PF00439;PF09030;PF06001;PF08214;PF02172;PF02135;PF00569;,,Homo sapiens (Human),9606,CREB-binding protein (EC 2.3.1.48),Q92793
Q09472,EP300_HUMAN,reviewed,,PF00439;PF09030;PF06001;PF08214;PF02172;PF02135;PF00569;,,Homo sapiens (Human),9606,Histone acetyltransferase p300 (p300 HAT) (EC 2.3.1.48) (E1A-associated protein p300),Q09472
Q9Y4A5,TRRAP_HUMAN,reviewed,"PI3/PI4-kinase family, TRA1 subfamily",PF02259;PF00454;,,Homo sapiens (Human),9606,Transformation/transcription domain-associated protein (350/400 kDa PCAF-associated factor) (PAF350/400) (STAF40) (Tra1 homolog),Q9Y4A5
P16615,AT2A2_HUMAN,reviewed,"Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIA subfamily",PF00689;PF00690;PF08282;,,Homo sapiens (Human),9606,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 3.6.3.8) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)",P16615
P21675,TAF1_HUMAN,reviewed,TAF1 family,PF00439;PF12157;PF09247;,PIRSF003047;,Homo sapiens (Human),9606,Transcription initiation factor TFIID subunit 1 (EC 2.3.1.48) (EC 2.7.11.1) (Cell cycle gene 1 protein) (TBP-associated factor 250 kDa) (p250) (Transcription initiation factor TFIID 250 kDa subunit) (TAF(II)250) (TAFII-250) (TAFII250),P21675
P50402,EMD_HUMAN,reviewed,,PF03020;,,Homo sapiens (Human),9606,Emerin,P50402
Q92831,KAT2B_HUMAN,reviewed,"Acetyltransferase family, GCN5 subfamily",PF00583;PF00439;PF06466;,PIRSF003048;,Homo sapiens (Human),9606,Histone acetyltransferase KAT2B (EC 2.3.1.48) (Histone acetyltransferase PCAF) (Histone acetylase PCAF) (Lysine acetyltransferase 2B) (P300/CBP-associated factor) (P/CAF),Q92831
Q13547,HDAC1_HUMAN,reviewed,"Histone deacetylase family, HD type 1 subfamily",PF00850;,PIRSF037913;,Homo sapiens (Human),9606,Histone deacetylase 1 (HD1) (EC 3.5.1.98),Q13547
P31040,SDHA_HUMAN,reviewed,"FAD-dependent oxidoreductase 2 family, FRD/SDH subfamily",PF00890;PF02910;,,Homo sapiens (Human),9606,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)",P31040
Q9UI95,MD2L2_HUMAN,reviewed,,PF02301;,,Homo sapiens (Human),9606,Mitotic spindle assembly checkpoint protein MAD2B (Mitotic arrest deficient 2-like protein 2) (MAD2-like protein 2) (REV7 homolog) (hREV7),Q9UI95
Q9NYF8,BCLF1_HUMAN,reviewed,,PF15440;,,Homo sapiens (Human),9606,Bcl-2-associated transcription factor 1 (Btf),Q9NYF8
P06748,NPM_HUMAN,reviewed,Nucleoplasmin family,PF16276;PF03066;,,Homo sapiens (Human),9606,Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin),P06748
P09619,PGFRB_HUMAN,reviewed,"Protein kinase superfamily, Tyr protein kinase family, CSF-1/PDGF receptor subfamily",PF07679;PF00047;PF07714;,PIRSF500948;,Homo sapiens (Human),9606,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b),P09619
P05556,ITB1_HUMAN,reviewed,Integrin beta chain family,PF07974;PF08725;PF07965;PF00362;PF17205;,PIRSF002512;,Homo sapiens (Human),9606,Integrin beta-1 (Fibronectin receptor subunit beta) (Glycoprotein IIa) (GPIIA) (VLA-4 subunit beta) (CD antigen CD29),P05556
P14859,PO2F1_HUMAN,reviewed,"POU transcription factor family, Class-2 subfamily",PF00046;PF00157;,,Homo sapiens (Human),9606,"POU domain, class 2, transcription factor 1 (NF-A1) (Octamer-binding protein 1) (Oct-1) (Octamer-binding transcription factor 1) (OTF-1)",P14859
Q96L91,EP400_HUMAN,reviewed,"SNF2/RAD54 helicase family, SWR1 subfamily",PF15790;PF00271;PF07529;PF00176;,,Homo sapiens (Human),9606,E1A-binding protein p400 (EC 3.6.4.-) (CAG repeat protein 32) (Domino homolog) (hDomino) (Trinucleotide repeat-containing gene 12 protein) (p400 kDa SWI2/SNF2-related protein),Q96L91
O00264,PGRC1_HUMAN,reviewed,"Cytochrome b5 family, MAPR subfamily",PF00173;,,Homo sapiens (Human),9606,Membrane-associated progesterone receptor component 1 (mPR),O00264
Q9BTV4,TMM43_HUMAN,reviewed,TMEM43 family,PF07787;,,Homo sapiens (Human),9606,Transmembrane protein 43 (Protein LUMA),Q9BTV4
P62195,PRS8_HUMAN,reviewed,AAA ATPase family,PF00004;,,Homo sapiens (Human),9606,26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG),P62195
P52292,IMA1_HUMAN,reviewed,Importin alpha family,PF00514;PF16186;PF01749;,PIRSF005673;,Homo sapiens (Human),9606,Importin subunit alpha-1 (Karyopherin subunit alpha-2) (RAG cohort protein 1) (SRP1-alpha),P52292
P42166,LAP2A_HUMAN,reviewed,LEM family,PF11560;PF03020;PF08198;,,Homo sapiens (Human),9606,"Lamina-associated polypeptide 2, isoform alpha (Thymopoietin isoform alpha) (TP alpha) (Thymopoietin-related peptide isoform alpha) (TPRP isoform alpha) [Cleaved into: Thymopoietin (TP) (Splenin); Thymopentin (TP5)]",P42166
P82932,RT06_HUMAN,reviewed,Bacterial ribosomal protein bS6 family,PF01250;,,Homo sapiens (Human),9606,"28S ribosomal protein S6, mitochondrial (MRP-S6) (S6mt) (Mitochondrial small ribosomal subunit protein bS6m)",P82932
Q9P0L0,VAPA_HUMAN,reviewed,VAMP-associated protein (VAP) (TC 9.B.17) family,PF00635;,PIRSF019693;,Homo sapiens (Human),9606,Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33),Q9P0L0
P10827,THA_HUMAN,reviewed,"Nuclear hormone receptor family, NR1 subfamily",PF00104;PF00105;,,Homo sapiens (Human),9606,Thyroid hormone receptor alpha (Nuclear receptor subfamily 1 group A member 1) (V-erbA-related protein 7) (EAR-7) (c-erbA-1) (c-erbA-alpha),P10827
P20226,TBP_HUMAN,reviewed,TBP family,PF00352;,,Homo sapiens (Human),9606,TATA-box-binding protein (TATA sequence-binding protein) (TATA-binding factor) (TATA-box factor) (Transcription initiation factor TFIID TBP subunit),P20226
P02545,LMNA_HUMAN,reviewed,Intermediate filament family,PF00038;PF00932;,,Homo sapiens (Human),9606,Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)],P02545
P63244,RACK1_HUMAN,reviewed,"WD repeat G protein beta family, Ribosomal protein RACK1 subfamily",PF00400;,,Homo sapiens (Human),9606,"Receptor of activated protein C kinase 1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Small ribosomal subunit protein RACK1) [Cleaved into: Receptor of activated protein C kinase 1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed)]",P63244
Q16891,MIC60_HUMAN,reviewed,MICOS complex subunit Mic60 family,PF09731;,,Homo sapiens (Human),9606,MICOS complex subunit MIC60 (Cell proliferation-inducing gene 4/52 protein) (Mitochondrial inner membrane protein) (Mitofilin) (p87/89),Q16891
Q8IZ07,AN13A_HUMAN,reviewed,,PF12796;PF11904;,,Homo sapiens (Human),9606,Ankyrin repeat domain-containing protein 13A (Protein KE03),Q8IZ07
P02751,FINC_HUMAN,reviewed,,PF00039;PF00040;PF00041;,,Homo sapiens (Human),9606,Fibronectin (FN) (Cold-insoluble globulin) (CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3],P02751
P06493,CDK1_HUMAN,reviewed,"Protein kinase superfamily, CMGC Ser/Thr protein kinase family, CDC2/CDKX subfamily",PF00069;,,Homo sapiens (Human),9606,Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase),P06493
Q969X5,ERGI1_HUMAN,reviewed,ERGIC family,PF07970;,,Homo sapiens (Human),9606,Endoplasmic reticulum-Golgi intermediate compartment protein 1 (ER-Golgi intermediate compartment 32 kDa protein) (ERGIC-32),Q969X5
Q13724,MOGS_HUMAN,reviewed,Glycosyl hydrolase 63 family,PF03200;PF16923;,,Homo sapiens (Human),9606,Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Processing A-glucosidase I),Q13724
Q92830,KAT2A_HUMAN,reviewed,"Acetyltransferase family, GCN5 subfamily",PF00583;PF00439;PF06466;,PIRSF003048;,Homo sapiens (Human),9606,Histone acetyltransferase KAT2A (EC 2.3.1.48) (General control of amino acid synthesis protein 5-like 2) (Histone acetyltransferase GCN5) (HsGCN5) (Lysine acetyltransferase 2A) (STAF97),Q92830
P62826,RAN_HUMAN,reviewed,"Small GTPase superfamily, Ran family",PF00071;,,Homo sapiens (Human),9606,GTP-binding nuclear protein Ran (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein),P62826
Q9NQC3,RTN4_HUMAN,reviewed,,PF02453;,,Homo sapiens (Human),9606,Reticulon-4 (Foocen) (Neurite outgrowth inhibitor) (Nogo protein) (Neuroendocrine-specific protein) (NSP) (Neuroendocrine-specific protein C homolog) (RTN-x) (Reticulon-5),Q9NQC3
Q9Y6C9,MTCH2_HUMAN,reviewed,Mitochondrial carrier (TC 2.A.29) family,PF00153;,,Homo sapiens (Human),9606,Mitochondrial carrier homolog 2 (Met-induced mitochondrial protein),Q9Y6C9
P08047,SP1_HUMAN,reviewed,Sp1 C2H2-type zinc-finger protein family,,,Homo sapiens (Human),9606,Transcription factor Sp1,P08047
P15336,ATF2_HUMAN,reviewed,"BZIP family, ATF subfamily",PF00170;,PIRSF003153;,Homo sapiens (Human),9606,Cyclic AMP-dependent transcription factor ATF-2 (cAMP-dependent transcription factor ATF-2) (EC 2.3.1.48) (Activating transcription factor 2) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2) (HB16) (Histone acetyltransferase ATF2) (cAMP response element-binding protein CRE-BP1),P15336
P78396,CCNA1_HUMAN,reviewed,"Cyclin family, Cyclin AB subfamily",PF02984;PF00134;,,Homo sapiens (Human),9606,Cyclin-A1,P78396
O00560,SDCB1_HUMAN,reviewed,,PF00595;,,Homo sapiens (Human),9606,Syntenin-1 (Melanoma differentiation-associated protein 9) (MDA-9) (Pro-TGF-alpha cytoplasmic domain-interacting protein 18) (TACIP18) (Scaffold protein Pbp1) (Syndecan-binding protein 1),O00560
P26196,DDX6_HUMAN,reviewed,"DEAD box helicase family, DDX6/DHH1 subfamily",PF00270;PF00271;,,Homo sapiens (Human),9606,Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK),P26196
P00519,ABL1_HUMAN,reviewed,"Protein kinase superfamily, Tyr protein kinase family, ABL subfamily",PF08919;PF07714;PF00017;PF00018;,,Homo sapiens (Human),9606,Tyrosine-protein kinase ABL1 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 1) (Abelson tyrosine-protein kinase 1) (Proto-oncogene c-Abl) (p150),P00519
P49368,TCPG_HUMAN,reviewed,TCP-1 chaperonin family,PF00118;,,Homo sapiens (Human),9606,T-complex protein 1 subunit gamma (TCP-1-gamma) (CCT-gamma) (hTRiC5),P49368
Q93062,RBPMS_HUMAN,reviewed,,PF00076;,,Homo sapiens (Human),9606,RNA-binding protein with multiple splicing (RBP-MS) (Heart and RRM expressed sequence) (Hermes),Q93062
Q92530,PSMF1_HUMAN,reviewed,Proteasome inhibitor PI31 family,PF08577;PF11566;,,Homo sapiens (Human),9606,Proteasome inhibitor PI31 subunit (hPI31),Q92530
Q9BPX1,DHB14_HUMAN,reviewed,Short-chain dehydrogenases/reductases (SDR) family,,,Homo sapiens (Human),9606,17-beta-hydroxysteroid dehydrogenase 14 (17-beta-HSD 14) (EC 1.1.1.-) (17-beta-hydroxysteroid dehydrogenase DHRS10) (Dehydrogenase/reductase SDR family member 10) (Retinal short-chain dehydrogenase/reductase retSDR3) (Short chain dehydrogenase/reductase family 47C member 1),Q9BPX1
Q9NZI8,IF2B1_HUMAN,reviewed,RRM IMP/VICKZ family,PF00013;PF00076;,,Homo sapiens (Human),9606,Insulin-like growth factor 2 mRNA-binding protein 1 (IGF2 mRNA-binding protein 1) (IMP-1) (IMP1) (Coding region determinant-binding protein) (CRD-BP) (IGF-II mRNA-binding protein 1) (VICKZ family member 1) (Zipcode-binding protein 1) (ZBP-1),Q9NZI8
Q9Y5V3,MAGD1_HUMAN,reviewed,,PF01454;,,Homo sapiens (Human),9606,Melanoma-associated antigen D1 (MAGE tumor antigen CCF) (MAGE-D1 antigen) (Neurotrophin receptor-interacting MAGE homolog),Q9Y5V3
